+------------------+-----------------------------------------+---------+----------+----------+-------------------------------------------+--------------------------------+
| *** WARNING ***                                                                                                                                                         |
| The block and item IDs are dynamic and will be different on each world!                                                                                                 |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                               |
| *** ALSO ***                                                                                                                                                            |
| The server doesn't have a list of sub block and sub items                                                                                                               |
| (= items with different damage value or blocks with different metadata).                                                                                                |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                               |
+------------------+-----------------------------------------+---------+----------+----------+-------------------------------------------+--------------------------------+
| Mod name         | Registry name                           | Item ID | Meta/dmg | Subtypes | Display name                              | Ore Dict keys                  |
| Botania          | botania:auraring                        |    4135 |        0 |    false | Band of Aura                              |                                |
| Botania          | botania:auraringgreater                 |    4137 |        0 |    false | Greater Band of Aura                      |                                |
| Botania          | botania:autocraftinghalo                |    4239 |        0 |    false | Manufactory Halo                          |                                |
| Botania          | botania:avatar                          |    4326 |        0 |    false | Livingwood Avatar                         |                                |
| Botania          | botania:balancecloak                    |    4191 |        0 |    false | Cloak of Balance                          |                                |
| Botania          | botania:baublebox                       |    4243 |        0 |    false | Bauble Case                               |                                |
| Botania          | botania:bellows                         |    4318 |        0 |    false | Manatide Bellows                          |                                |
| Botania          | botania:bifrost                         |    4277 |        0 |    false | Temporary Bifrost Block                   |                                |
| Botania          | botania:bifrostperm                     |    4319 |        0 |    false | Bifrost Block                             |                                |
| Botania          | botania:bifrostpermpane                 |    4435 |        0 |    false | Bifrost Pane                              |                                |
| Botania          | botania:biomestonea                     |    4365 |        0 |     true | Metamorphic Forest Stone                  |                                |
| Botania          | botania:biomestonea                     |    4365 |        1 |     true | Metamorphic Plains Stone                  |                                |
| Botania          | botania:biomestonea                     |    4365 |        2 |     true | Metamorphic Mountain Stone                |                                |
| Botania          | botania:biomestonea                     |    4365 |        3 |     true | Metamorphic Fungal Stone                  |                                |
| Botania          | botania:biomestonea                     |    4365 |        4 |     true | Metamorphic Swamp Stone                   |                                |
| Botania          | botania:biomestonea                     |    4365 |        5 |     true | Metamorphic Desert Stone                  |                                |
| Botania          | botania:biomestonea                     |    4365 |        6 |     true | Metamorphic Taiga Stone                   |                                |
| Botania          | botania:biomestonea                     |    4365 |        7 |     true | Metamorphic Mesa Stone                    |                                |
| Botania          | botania:biomestonea                     |    4365 |        8 |     true | Metamorphic Forest Cobblestone            |                                |
| Botania          | botania:biomestonea                     |    4365 |        9 |     true | Metamorphic Plains Cobblestone            |                                |
| Botania          | botania:biomestonea                     |    4365 |       10 |     true | Metamorphic Mountain Cobblestone          |                                |
| Botania          | botania:biomestonea                     |    4365 |       11 |     true | Metamorphic Fungal Cobblestone            |                                |
| Botania          | botania:biomestonea                     |    4365 |       12 |     true | Metamorphic Swamp Cobblestone             |                                |
| Botania          | botania:biomestonea                     |    4365 |       13 |     true | Metamorphic Desert Cobblestone            |                                |
| Botania          | botania:biomestonea                     |    4365 |       14 |     true | Metamorphic Taiga Cobblestone             |                                |
| Botania          | botania:biomestonea                     |    4365 |       15 |     true | Metamorphic Mesa Cobblestone              |                                |
| Botania          | botania:biomestonea0slab                |    4369 |        0 |     true | Metamorphic Forest Stone Slab             |                                |
| Botania          | botania:biomestonea0stairs              |    4368 |        0 |    false | Metamorphic Forest Stone Stairs           |                                |
| Botania          | botania:biomestonea0wall                |    4416 |        0 |     true | Metamorphic Forest Cobblestone Wall       |                                |
| Botania          | botania:biomestonea0wall                |    4416 |        1 |     true | Metamorphic Plains Cobblestone Wall       |                                |
| Botania          | botania:biomestonea0wall                |    4416 |        2 |     true | Metamorphic Mountain Cobblestone Wall     |                                |
| Botania          | botania:biomestonea0wall                |    4416 |        3 |     true | Metamorphic Fungal Cobblestone Wall       |                                |
| Botania          | botania:biomestonea0wall                |    4416 |        4 |     true | Metamorphic Swamp Cobblestone Wall        |                                |
| Botania          | botania:biomestonea0wall                |    4416 |        5 |     true | Metamorphic Desert Cobblestone Wall       |                                |
| Botania          | botania:biomestonea0wall                |    4416 |        6 |     true | Metamorphic Taiga Cobblestone Wall        |                                |
| Botania          | botania:biomestonea0wall                |    4416 |        7 |     true | Metamorphic Mesa Cobblestone Wall         |                                |
| Botania          | botania:biomestonea10slab               |    4389 |        0 |     true | Metamorphic Mountain Cobblestone Slab     |                                |
| Botania          | botania:biomestonea10stairs             |    4388 |        0 |    false | Metamorphic Mountain Cobblestone Stairs   |                                |
| Botania          | botania:biomestonea11slab               |    4391 |        0 |     true | Metamorphic Fungal Cobblestone Slab       |                                |
| Botania          | botania:biomestonea11stairs             |    4390 |        0 |    false | Metamorphic Fungal Cobblestone Stairs     |                                |
| Botania          | botania:biomestonea12slab               |    4393 |        0 |     true | Metamorphic Swamp Cobblestone Slab        |                                |
| Botania          | botania:biomestonea12stairs             |    4392 |        0 |    false | Metamorphic Swamp Cobblestone Stairs      |                                |
| Botania          | botania:biomestonea13slab               |    4395 |        0 |     true | Metamorphic Desert Cobblestone Slab       |                                |
| Botania          | botania:biomestonea13stairs             |    4394 |        0 |    false | Metamorphic Desert Cobblestone Stairs     |                                |
| Botania          | botania:biomestonea14slab               |    4397 |        0 |     true | Metamorphic Taiga Cobblestone Slab        |                                |
| Botania          | botania:biomestonea14stairs             |    4396 |        0 |    false | Metamorphic Taiga Cobblestone Stairs      |                                |
| Botania          | botania:biomestonea15slab               |    4399 |        0 |     true | Metamorphic Mesa Cobblestone Slab         |                                |
| Botania          | botania:biomestonea15stairs             |    4398 |        0 |    false | Metamorphic Mesa Cobblestone Stairs       |                                |
| Botania          | botania:biomestonea1slab                |    4371 |        0 |     true | Metamorphic Plains Stone Slab             |                                |
| Botania          | botania:biomestonea1stairs              |    4370 |        0 |    false | Metamorphic Plains Stone Stairs           |                                |
| Botania          | botania:biomestonea2slab                |    4373 |        0 |     true | Metamorphic Mountain Stone Slab           |                                |
| Botania          | botania:biomestonea2stairs              |    4372 |        0 |    false | Metamorphic Mountain Stone Stairs         |                                |
| Botania          | botania:biomestonea3slab                |    4375 |        0 |     true | Metamorphic Fungal Stone Slab             |                                |
| Botania          | botania:biomestonea3stairs              |    4374 |        0 |    false | Metamorphic Fungal Stone Stairs           |                                |
| Botania          | botania:biomestonea4slab                |    4377 |        0 |     true | Metamorphic Swamp Stone Slab              |                                |
| Botania          | botania:biomestonea4stairs              |    4376 |        0 |    false | Metamorphic Swamp Stone Stairs            |                                |
| Botania          | botania:biomestonea5slab                |    4379 |        0 |     true | Metamorphic Desert Stone Slab             |                                |
| Botania          | botania:biomestonea5stairs              |    4378 |        0 |    false | Metamorphic Desert Stone Stairs           |                                |
| Botania          | botania:biomestonea6slab                |    4381 |        0 |     true | Metamorphic Taiga Stone Slab              |                                |
| Botania          | botania:biomestonea6stairs              |    4380 |        0 |    false | Metamorphic Taiga Stone Stairs            |                                |
| Botania          | botania:biomestonea7slab                |    4383 |        0 |     true | Metamorphic Mesa Stone Slab               |                                |
| Botania          | botania:biomestonea7stairs              |    4382 |        0 |    false | Metamorphic Mesa Stone Stairs             |                                |
| Botania          | botania:biomestonea8slab                |    4385 |        0 |     true | Metamorphic Forest Cobblestone Slab       |                                |
| Botania          | botania:biomestonea8stairs              |    4384 |        0 |    false | Metamorphic Forest Cobblestone Stairs     |                                |
| Botania          | botania:biomestonea9slab                |    4387 |        0 |     true | Metamorphic Plains Cobblestone Slab       |                                |
| Botania          | botania:biomestonea9stairs              |    4386 |        0 |    false | Metamorphic Plains Cobblestone Stairs     |                                |
| Botania          | botania:biomestoneb                     |    4366 |        0 |     true | Metamorphic Forest Stone Bricks           |                                |
| Botania          | botania:biomestoneb                     |    4366 |        1 |     true | Metamorphic Plains Stone Bricks           |                                |
| Botania          | botania:biomestoneb                     |    4366 |        2 |     true | Metamorphic Mountain Stone Bricks         |                                |
| Botania          | botania:biomestoneb                     |    4366 |        3 |     true | Metamorphic Fungal Stone Bricks           |                                |
| Botania          | botania:biomestoneb                     |    4366 |        4 |     true | Metamorphic Swamp Stone Bricks            |                                |
| Botania          | botania:biomestoneb                     |    4366 |        5 |     true | Metamorphic Desert Stone Bricks           |                                |
| Botania          | botania:biomestoneb                     |    4366 |        6 |     true | Metamorphic Taiga Stone Bricks            |                                |
| Botania          | botania:biomestoneb                     |    4366 |        7 |     true | Metamorphic Mesa Stone Bricks             |                                |
| Botania          | botania:biomestoneb                     |    4366 |        8 |     true | Chiseled Metamorphic Forest Stone Brick   |                                |
| Botania          | botania:biomestoneb                     |    4366 |        9 |     true | Chiseled Metamorphic Plains Stone Brick   |                                |
| Botania          | botania:biomestoneb                     |    4366 |       10 |     true | Chiseled Metamorphic Mountain Stone Brick |                                |
| Botania          | botania:biomestoneb                     |    4366 |       11 |     true | Chiseled Metamorphic Fungal Stone Brick   |                                |
| Botania          | botania:biomestoneb                     |    4366 |       12 |     true | Chiseled Metamorphic Swamp Stone Brick    |                                |
| Botania          | botania:biomestoneb                     |    4366 |       13 |     true | Chiseled Metamorphic Desert Stone Brick   |                                |
| Botania          | botania:biomestoneb                     |    4366 |       14 |     true | Chiseled Metamorphic Taiga Stone Brick    |                                |
| Botania          | botania:biomestoneb                     |    4366 |       15 |     true | Chiseled Metamorphic Mesa Stone Brick     |                                |
| Botania          | botania:biomestoneb0slab                |    4401 |        0 |     true | Metamorphic Forest Stone Brick Slab       |                                |
| Botania          | botania:biomestoneb0stairs              |    4400 |        0 |    false | Metamorphic Forest Stone Brick Stairs     |                                |
| Botania          | botania:biomestoneb1slab                |    4403 |        0 |     true | Metamorphic Plains Stone Brick Slab       |                                |
| Botania          | botania:biomestoneb1stairs              |    4402 |        0 |    false | Metamorphic Plains Stone Brick Stairs     |                                |
| Botania          | botania:biomestoneb2slab                |    4405 |        0 |     true | Metamorphic Mountain Stone Brick Slab     |                                |
| Botania          | botania:biomestoneb2stairs              |    4404 |        0 |    false | Metamorphic Mountain Stone Brick Stairs   |                                |
| Botania          | botania:biomestoneb3slab                |    4407 |        0 |     true | Metamorphic Fungal Stone Brick Slab       |                                |
| Botania          | botania:biomestoneb3stairs              |    4406 |        0 |    false | Metamorphic Fungal Stone Brick Stairs     |                                |
| Botania          | botania:biomestoneb4slab                |    4409 |        0 |     true | Metamorphic Swamp Stone Brick Slab        |                                |
| Botania          | botania:biomestoneb4stairs              |    4408 |        0 |    false | Metamorphic Swamp Stone Brick Stairs      |                                |
| Botania          | botania:biomestoneb5slab                |    4411 |        0 |     true | Metamorphic Desert Stone Brick Slab       |                                |
| Botania          | botania:biomestoneb5stairs              |    4410 |        0 |    false | Metamorphic Desert Stone Brick Stairs     |                                |
| Botania          | botania:biomestoneb6slab                |    4413 |        0 |     true | Metamorphic Taiga Stone Brick Slab        |                                |
| Botania          | botania:biomestoneb6stairs              |    4412 |        0 |    false | Metamorphic Taiga Stone Brick Stairs      |                                |
| Botania          | botania:biomestoneb7slab                |    4415 |        0 |     true | Metamorphic Mesa Stone Bricks Slab        |                                |
| Botania          | botania:biomestoneb7stairs              |    4414 |        0 |    false | Metamorphic Mesa Stone Bricks Stairs      |                                |
| Botania          | botania:blackholetalisman               |    4221 |        0 |     true | Black Hole Talisman                       |                                |
| Botania          | botania:blacklotus                      |    4193 |        0 |     true | Black Lotus                               |                                |
| Botania          | botania:blacklotus                      |    4193 |        1 |     true | Blacker Lotus                             |                                |
| Botania          | botania:blazeblock                      |    4304 |        0 |    false | Blaze Mesh                                | blockBlaze                     |
| Botania          | botania:bloodpendant                    |    4187 |        0 |    false | Tainted Blood Pendant                     |                                |
| Botania          | botania:brewery                         |    4286 |        0 |    false | Botanical Brewery                         |                                |
| Botania          | botania:brewflask                       |    4186 |        0 |    false | Flask of Fallback (6)                     |                                |
| Botania          | botania:brewvial                        |    4185 |        0 |    false | Vial of Fallback (4)                      |                                |
| Botania          | botania:cacophonium                     |    4229 |        0 |    false | Cacophonium                               |                                |
| Botania          | botania:cacophoniumblock                |    4317 |        0 |    false | Cacophonium Block                         |                                |
| Botania          | botania:cellblock                       |    4320 |        0 |    false | Cellular Block                            |                                |
| Botania          | botania:clip                            |    4195 |        0 |    false | Lens Clip                                 |                                |
| Botania          | botania:cloudpendant                    |    4246 |        0 |    false | Cirrus Amulet                             |                                |
| Botania          | botania:cobblerod                       |    4196 |        0 |    false | Rod of the Depths                         |                                |
| Botania          | botania:cocoon                          |    4313 |        0 |    false | Cocoon of Caprice                         |                                |
| Botania          | botania:conjurationcatalyst             |    4276 |        0 |    false | Conjuration Catalyst                      |                                |
| Botania          | botania:corporeacrystalcube             |    4306 |        0 |    false | Corporea Crystal Cube                     |                                |
| Botania          | botania:corporeafunnel                  |    4299 |        0 |    false | Corporea Funnel                           |                                |
| Botania          | botania:corporeaindex                   |    4298 |        0 |    false | Corporea Index                            |                                |
| Botania          | botania:corporeainterceptor             |    4305 |        0 |    false | Corporea Interceptor                      |                                |
| Botania          | botania:corporearetainer                |    4322 |        0 |    false | Corporea Retainer                         |                                |
| Botania          | botania:corporeaspark                   |    4204 |        0 |     true | Corporea Spark                            |                                |
| Botania          | botania:corporeaspark                   |    4204 |        1 |     true | Master Corporea Spark                     |                                |
| Botania          | botania:cosmetic                        |    4207 |        0 |     true | Black Bowtie                              |                                |
| Botania          | botania:cosmetic                        |    4207 |        1 |     true | Black Tie                                 |                                |
| Botania          | botania:cosmetic                        |    4207 |        2 |     true | Red Glasses                               |                                |
| Botania          | botania:cosmetic                        |    4207 |        3 |     true | Puffy Scarf                               |                                |
| Botania          | botania:cosmetic                        |    4207 |        4 |     true | Engineer Goggles                          |                                |
| Botania          | botania:cosmetic                        |    4207 |        5 |     true | Eyepatch                                  |                                |
| Botania          | botania:cosmetic                        |    4207 |        6 |     true | Wicked Eyepatch                           |                                |
| Botania          | botania:cosmetic                        |    4207 |        7 |     true | Red Ribbons                               |                                |
| Botania          | botania:cosmetic                        |    4207 |        8 |     true | Pink Flower Bud                           |                                |
| Botania          | botania:cosmetic                        |    4207 |        9 |     true | Polka-Dotted Bows                         |                                |
| Botania          | botania:cosmetic                        |    4207 |       10 |     true | Blue Butterfly                            |                                |
| Botania          | botania:cosmetic                        |    4207 |       11 |     true | Cat Ears                                  |                                |
| Botania          | botania:cosmetic                        |    4207 |       12 |     true | Witch Pin                                 |                                |
| Botania          | botania:cosmetic                        |    4207 |       13 |     true | Devil Tail                                |                                |
| Botania          | botania:cosmetic                        |    4207 |       14 |     true | Kamui Eye                                 |                                |
| Botania          | botania:cosmetic                        |    4207 |       15 |     true | Googly Eyes                               |                                |
| Botania          | botania:cosmetic                        |    4207 |       16 |     true | Four-Leafed Clover                        |                                |
| Botania          | botania:cosmetic                        |    4207 |       17 |     true | Clock Eye                                 |                                |
| Botania          | botania:cosmetic                        |    4207 |       18 |     true | Unicorn Horn                              |                                |
| Botania          | botania:cosmetic                        |    4207 |       19 |     true | Devil Horns                               |                                |
| Botania          | botania:cosmetic                        |    4207 |       20 |     true | Hyper Plus                                |                                |
| Botania          | botania:cosmetic                        |    4207 |       21 |     true | Botanist Emblem                           |                                |
| Botania          | botania:cosmetic                        |    4207 |       22 |     true | Ancient Mask                              |                                |
| Botania          | botania:cosmetic                        |    4207 |       23 |     true | Eerie Mask                                |                                |
| Botania          | botania:cosmetic                        |    4207 |       24 |     true | Alien Antenna                             |                                |
| Botania          | botania:cosmetic                        |    4207 |       25 |     true | Anaglyph Glasses                          |                                |
| Botania          | botania:cosmetic                        |    4207 |       26 |     true | Orange Shades                             |                                |
| Botania          | botania:cosmetic                        |    4207 |       27 |     true | Groucho Glasses                           |                                |
| Botania          | botania:cosmetic                        |    4207 |       28 |     true | Thick Eyebrows                            |                                |
| Botania          | botania:cosmetic                        |    4207 |       29 |     true | Lusitanic Shield                          |                                |
| Botania          | botania:cosmetic                        |    4207 |       30 |     true | Tiny Potato Mask                          |                                |
| Botania          | botania:cosmetic                        |    4207 |       31 |     true | Questgiver Mark                           |                                |
| Botania          | botania:cosmetic                        |    4207 |       32 |     true | Thinking Hand                             |                                |
| Botania          | botania:craftinghalo                    |    4192 |        0 |    false | Assembly Halo                             |                                |
| Botania          | botania:craftpattern                    |    4202 |        0 |     true | Crafting Pattern #1: 1x1                  |                                |
| Botania          | botania:craftpattern                    |    4202 |        1 |     true | Crafting Pattern #2: 2x2                  |                                |
| Botania          | botania:craftpattern                    |    4202 |        2 |     true | Crafting Pattern #3: 1x2                  |                                |
| Botania          | botania:craftpattern                    |    4202 |        3 |     true | Crafting Pattern #4: 2x1                  |                                |
| Botania          | botania:craftpattern                    |    4202 |        4 |     true | Crafting Pattern #5: 1x3                  |                                |
| Botania          | botania:craftpattern                    |    4202 |        5 |     true | Crafting Pattern #6: 3x1                  |                                |
| Botania          | botania:craftpattern                    |    4202 |        6 |     true | Crafting Pattern #7: 2x3                  |                                |
| Botania          | botania:craftpattern                    |    4202 |        7 |     true | Crafting Pattern #8: 3x2                  |                                |
| Botania          | botania:craftpattern                    |    4202 |        8 |     true | Crafting Pattern #9: Donut                |                                |
| Botania          | botania:crystalbow                      |    4206 |        0 |    false | Crystal Bow                               |                                |
| Botania          | botania:custombrick                     |    4281 |        0 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |        1 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |        2 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |        3 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |        4 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |        5 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |        6 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |        7 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |        8 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |        9 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |       10 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |       11 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |       12 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |       13 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |       14 |     true | Azulejo                                   |                                |
| Botania          | botania:custombrick                     |    4281 |       15 |     true | Azulejo                                   |                                |
| Botania          | botania:dice                            |    4219 |        0 |    false | Dice of Fate                              |                                |
| Botania          | botania:dirtrod                         |    4113 |        0 |    false | Rod of the Lands                          |                                |
| Botania          | botania:distributor                     |    4261 |        0 |    false | Mana Splitter                             |                                |
| Botania          | botania:divacharm                       |    4146 |        0 |    false | Charm of the Diva                         |                                |
| Botania          | botania:diviningrod                     |    4181 |        0 |    false | Rod of the Plentiful Mantle               |                                |
| Botania          | botania:dodgering                       |    4244 |        0 |    false | Ring of Dexterous Motion                  |                                |
| Botania          | botania:doubleflower1                   |    4302 |        0 |     true | Tall Mystical White Flower                | mysticFlowerWhiteDouble        |
| Botania          | botania:doubleflower1                   |    4302 |        1 |     true | Tall Mystical Orange Flower               | mysticFlowerOrangeDouble       |
| Botania          | botania:doubleflower1                   |    4302 |        2 |     true | Tall Mystical Magenta Flower              | mysticFlowerMagentaDouble      |
| Botania          | botania:doubleflower1                   |    4302 |        3 |     true | Tall Mystical Light Blue Flower           | mysticFlowerLightBlueDouble    |
| Botania          | botania:doubleflower1                   |    4302 |        4 |     true | Tall Mystical Yellow Flower               | mysticFlowerYellowDouble       |
| Botania          | botania:doubleflower1                   |    4302 |        5 |     true | Tall Mystical Lime Flower                 | mysticFlowerLimeDouble         |
| Botania          | botania:doubleflower1                   |    4302 |        6 |     true | Tall Mystical Pink Flower                 | mysticFlowerPinkDouble         |
| Botania          | botania:doubleflower1                   |    4302 |        7 |     true | Tall Mystical Gray Flower                 | mysticFlowerGrayDouble         |
| Botania          | botania:doubleflower2                   |    4303 |        0 |     true | Tall Mystical Light Gray Flower           | mysticFlowerLightGrayDouble    |
| Botania          | botania:doubleflower2                   |    4303 |        1 |     true | Tall Mystical Cyan Flower                 | mysticFlowerCyanDouble         |
| Botania          | botania:doubleflower2                   |    4303 |        2 |     true | Tall Mystical Purple Flower               | mysticFlowerPurpleDouble       |
| Botania          | botania:doubleflower2                   |    4303 |        3 |     true | Tall Mystical Blue Flower                 | mysticFlowerBlueDouble         |
| Botania          | botania:doubleflower2                   |    4303 |        4 |     true | Tall Mystical Brown Flower                | mysticFlowerBrownDouble        |
| Botania          | botania:doubleflower2                   |    4303 |        5 |     true | Tall Mystical Green Flower                | mysticFlowerGreenDouble        |
| Botania          | botania:doubleflower2                   |    4303 |        6 |     true | Tall Mystical Red Flower                  | mysticFlowerRedDouble          |
| Botania          | botania:doubleflower2                   |    4303 |        7 |     true | Tall Mystical Black Flower                | mysticFlowerBlackDouble        |
| Botania          | botania:dreamwood                       |    4275 |        0 |     true | Dreamwood                                 | dreamwood                      |
| Botania          | botania:dreamwood                       |    4275 |        1 |     true | Dreamwood Planks                          |                                |
| Botania          | botania:dreamwood                       |    4275 |        2 |     true | Mossy Dreamwood Planks                    |                                |
| Botania          | botania:dreamwood                       |    4275 |        3 |     true | Framed Dreamwood                          |                                |
| Botania          | botania:dreamwood                       |    4275 |        4 |     true | Pattern Framed Dreamwood                  |                                |
| Botania          | botania:dreamwood                       |    4275 |        5 |     true | Glimmering Dreamwood                      |                                |
| Botania          | botania:dreamwood0slab                  |    4340 |        0 |     true | Dreamwood Slab                            |                                |
| Botania          | botania:dreamwood0stairs                |    4339 |        0 |    false | Dreamwood Stairs                          |                                |
| Botania          | botania:dreamwood0wall                  |    4341 |        0 |    false | Dreamwood Wall                            |                                |
| Botania          | botania:dreamwood1slab                  |    4343 |        0 |     true | Dreamwood Plank Slab                      |                                |
| Botania          | botania:dreamwood1stairs                |    4342 |        0 |    false | Dreamwood Plank Stairs                    |                                |
| Botania          | botania:dye                             |    4102 |        0 |     true | Floral White Powder                       | dye,dyeWhite                   |
| Botania          | botania:dye                             |    4102 |        1 |     true | Floral Orange Powder                      | dye,dyeOrange                  |
| Botania          | botania:dye                             |    4102 |        2 |     true | Floral Magenta Powder                     | dye,dyeMagenta                 |
| Botania          | botania:dye                             |    4102 |        3 |     true | Floral Light Blue Powder                  | dye,dyeLightBlue               |
| Botania          | botania:dye                             |    4102 |        4 |     true | Floral Yellow Powder                      | dye,dyeYellow                  |
| Botania          | botania:dye                             |    4102 |        5 |     true | Floral Lime Powder                        | dye,dyeLime                    |
| Botania          | botania:dye                             |    4102 |        6 |     true | Floral Pink Powder                        | dye,dyePink                    |
| Botania          | botania:dye                             |    4102 |        7 |     true | Floral Gray Powder                        | dye,dyeGray                    |
| Botania          | botania:dye                             |    4102 |        8 |     true | Floral Light Gray Powder                  | dye,dyeLightGray               |
| Botania          | botania:dye                             |    4102 |        9 |     true | Floral Cyan Powder                        | dye,dyeCyan                    |
| Botania          | botania:dye                             |    4102 |       10 |     true | Floral Purple Powder                      | dye,dyePurple                  |
| Botania          | botania:dye                             |    4102 |       11 |     true | Floral Blue Powder                        | dye,dyeBlue                    |
| Botania          | botania:dye                             |    4102 |       12 |     true | Floral Brown Powder                       | dye,dyeBrown                   |
| Botania          | botania:dye                             |    4102 |       13 |     true | Floral Green Powder                       | dye,dyeGreen                   |
| Botania          | botania:dye                             |    4102 |       14 |     true | Floral Red Powder                         | dye,dyeRed                     |
| Botania          | botania:dye                             |    4102 |       15 |     true | Floral Black Powder                       | dye,dyeBlack                   |
| Botania          | botania:elementiumaxe                   |    4158 |        0 |    false | Elementium Axe                            |                                |
| Botania          | botania:elementiumboots                 |    4155 |        0 |    false | Elementium Boots                          |                                |
