+-------------------------------------------------+--------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------------------------------------+
| ID                                              | Name                                       | Description                                                                                                                                                                                                                                                                                                                                                                                                      | Parent                                        |
| botania:challenge/desu_gun                      | [Two-Faced Lovers]                         | ASADA-SAN ASADA-SAN ASADA-SAN ASADA-SAN ASADA-SAN ASADA-SAN ASADA-SAN ASADA-SAN ASADA-SAN ASADA-SAN ASADA-SAN ASADA-SAN                                                                                                                                                                                                                                                                                          | botania:challenge/root                        |
| botania:challenge/flugel_eye                    | [Angel of Death]                           | Be rewarded the Eye of the Flügel for a heroic feat                                                                                                                                                                                                                                                                                                                                                              | botania:challenge/root                        |
| botania:challenge/gaia_guardian_no_armor        | [Mythologia's End]                         | Slay a Gaia Guardian without wearing any armor at any point during the fight                                                                                                                                                                                                                                                                                                                                     | botania:challenge/root                        |
| botania:challenge/infinite_fruit                | [Innocentia]                               | Be rewarded The Fruit of Grisaia for a heroic feat                                                                                                                                                                                                                                                                                                                                                               | botania:challenge/root                        |
| botania:challenge/king_key                      | [A Fake, Fake Psychotropic]                | Be rewarded the Key of the King's Law for a heroic feat                                                                                                                                                                                                                                                                                                                                                          | botania:challenge/root                        |
| botania:challenge/l20_shard_use                 | [Out of Step]                              | Raise the ground up to the sky with a Power XX Shard of Laputa                                                                                                                                                                                                                                                                                                                                                   | botania:challenge/root                        |
| botania:challenge/loki_ring                     | [Arithmetic]                               | Be rewarded the Ring of Loki for a heroic feat                                                                                                                                                                                                                                                                                                                                                                   | botania:challenge/root                        |
| botania:challenge/null_flower                   | [Take it Easy]                             | Find a bug that lets you have an undefined Botania Flower. Don't forget to report it!                                                                                                                                                                                                                                                                                                                            | botania:challenge/root                        |
| botania:challenge/odin_ring                     | [Lost Time Memory]                         | Be rewarded the Ring of Odin for a heroic feat                                                                                                                                                                                                                                                                                                                                                                   | botania:challenge/root                        |
| botania:challenge/pinkinator                    | [Decorator]                                | Put to use The Pinkinator                                                                                                                                                                                                                                                                                                                                                                                        | botania:challenge/root                        |
| botania:challenge/rank_ss_pick                  | [A Tale of Six Trillion Years and a Night] | Dig through the world using a rank SS Terra Shatterer                                                                                                                                                                                                                                                                                                                                                            | botania:challenge/root                        |
| botania:challenge/root                          | [Botania Challenges]                       | Challenges for the advanced botanist                                                                                                                                                                                                                                                                                                                                                                             | -                                             |
| botania:challenge/super_corporea_request        | [Invader Girl]                             | Successfully request 50,000 or more of a single item in a Corporea Index                                                                                                                                                                                                                                                                                                                                         | botania:challenge/root                        |
| botania:challenge/thor_ring                     | [One Step Layered]                         | Be rewarded the Ring of Thor for a heroic feat                                                                                                                                                                                                                                                                                                                                                                   | botania:challenge/root                        |
| botania:main/bauble_wear                        | [Inner Arts]                               | Craft any variety of Bauble and wear it                                                                                                                                                                                                                                                                                                                                                                          | botania:main/mana_pool_pickup                 |
| botania:main/brew_pickup                        | [Childhood Blues]                          | Craft a Botanical Brewery and use it to create a Brew of any kind                                                                                                                                                                                                                                                                                                                                                | botania:main/rune_pickup                      |
| botania:main/bubbell_pickup                     | [Deep Sea Girl]                            | Create a Bubbell to allow for underwater base creation                                                                                                                                                                                                                                                                                                                                                           | botania:main/elf_portal_open                  |
| botania:main/cacophonium_craft                  | [Noisy Lover Soul]                         | Craft a Cacophonium to mildly infuriate your foes                                                                                                                                                                                                                                                                                                                                                                | botania:main/root                             |
| botania:main/corporea_craft                     | [Packet Hero]                              | Craft a block that makes use of the Corporea Network                                                                                                                                                                                                                                                                                                                                                             | botania:main/ender_air_make                   |
| botania:main/crafting_halo_craft                | [Segments Blue]                            | Craft an Assembly Halo to facilitate crafting                                                                                                                                                                                                                                                                                                                                                                    | botania:main/mana_pool_pickup                 |
| botania:main/dandelifeon_pickup                 | [Donut Hole]                               | Create a Dandelifeon and challenge your mind with it                                                                                                                                                                                                                                                                                                                                                             | botania:main/gaia_guardian_kill               |
| botania:main/dirt_rod_craft                     | [Rockbell]                                 | Craft a dirty sti- er... Rod of the Lands                                                                                                                                                                                                                                                                                                                                                                        | botania:main/rune_pickup                      |
| botania:main/elf_portal_open                    | [World Calling]                            | Open a portal to the realm of Alfheim                                                                                                                                                                                                                                                                                                                                                                            | botania:main/terrasteel_pickup                |
| botania:main/enchanter_make                     | [Odds and Ends]                            | Create a Mana Enchanter in order to have better control over enchanting                                                                                                                                                                                                                                                                                                                                          | botania:main/mana_pool_pickup                 |
| botania:main/ender_air_make                     | [Imitation Air]                            | Collect a Bottle of Ender Air                                                                                                                                                                                                                                                                                                                                                                                    | botania:main/elf_portal_open                  |
| botania:main/flower_pickup                      | [Sky of Beginning]                         | Pick up a Mystical Flower from the world                                                                                                                                                                                                                                                                                                                                                                         | botania:main/root                             |
| botania:main/functional_flower                  | [An Ecstatic Vivace]                       | Make a functional flower in a Petal Apothecary                                                                                                                                                                                                                                                                                                                                                                   | botania:main/mana_pool_pickup                 |
| botania:main/gaia_guardian_kill                 | [Dead and Seek]                            | Summon and slay a Gaia Guardian for a Ritual of Gaia                                                                                                                                                                                                                                                                                                                                                             | botania:main/elf_portal_open                  |
| botania:main/generating_flower                  | [Electric Magic]                           | Make a generating flower in a Petal Apothecary                                                                                                                                                                                                                                                                                                                                                                   | botania:main/lexicon_use                      |
| botania:main/heisei_dream_pickup                | [Heisei Cataclysm]                         | Create a Heisei Dream to cause havoc on mobs                                                                                                                                                                                                                                                                                                                                                                     | botania:main/elf_portal_open                  |
| botania:main/kekimurus_pickup                   | [After-School Stride]                      | Create a Kekimurus to help produce large quantities of Mana                                                                                                                                                                                                                                                                                                                                                      | botania:main/elf_portal_open                  |
| botania:main/lexicon_use                        | [A Realistical Logical Ideologist]         | Open a Lexica Botania and have a look through the _index                                                                                                                                                                                                                                                                                                                                                         | botania:main/root                             |
| botania:main/luminizer_ride                     | [World's End Dancehall]                    | Craft some Luminizers and use them for transport                                                                                                                                                                                                                                                                                                                                                                 | botania:main/ender_air_make                   |
| botania:main/mana_blaster_shoot                 | [M'aider Stranded Girl]                    | Craft and fire a Mana Blaster                                                                                                                                                                                                                                                                                                                                                                                    | botania:main/rune_pickup                      |
| botania:main/mana_bomb_ignite                   | [Under of Fragments]                       | Craft a Manastorm Charge, ignite it on a far away place                                                                                                                                                                                                                                                                                                                                                          | botania:main/gaia_guardian_kill               |
| botania:main/mana_cart_craft                    | [World Domination How-To]                  | Create a Minecart with Mana Pool for long range mana transport                                                                                                                                                                                                                                                                                                                                                   | botania:main/mana_pool_pickup                 |
| botania:main/mana_cookie_eat                    | [Rotten Heresy and Chocolate]              | Infuse and eat a delicious Biscuit of Totality                                                                                                                                                                                                                                                                                                                                                                   | botania:main/mana_pool_pickup                 |
| botania:main/mana_pool_pickup                   | [Vivid Wave]                               | Craft a Mana Pool to store Mana                                                                                                                                                                                                                                                                                                                                                                                  | botania:main/generating_flower                |
| botania:main/manaweave_armor_craft              | [Imagination Forest]                       | Create Manaweave Armor to power up your Rods                                                                                                                                                                                                                                                                                                                                                                     | botania:main/mana_pool_pickup                 |
| botania:main/pollidisiac_pickup                 | [Romeo and Cinderella]                     | Create a Pollidisiac, get love in the air                                                                                                                                                                                                                                                                                                                                                                        | botania:main/rune_pickup                      |
| botania:main/root                               | [Botania]                                  | Botania description here.                                                                                                                                                                                                                                                                                                                                                                                        | -                                             |
| botania:main/rune_pickup                        | [Drop Pop Candy]                           | Use a Runic Altar to create a Rune                                                                                                                                                                                                                                                                                                                                                                               | botania:main/mana_pool_pickup                 |
| botania:main/spark_craft                        | [Live Drive]                               | Make a Spark to help transfer Mana around                                                                                                                                                                                                                                                                                                                                                                        | botania:main/mana_pool_pickup                 |
| botania:main/spawner_mover_use                  | [I can take off my (redacted)]             | Use a Life Aggregator to transport a Monster Spawner                                                                                                                                                                                                                                                                                                                                                             | botania:main/gaia_guardian_kill               |
| botania:main/terrasteel_pickup                  | [Dancer in the Dark]                       | Conjure a Terrasteel Ingot using a Terrestrial Agglomeration Plate                                                                                                                                                                                                                                                                                                                                               | botania:main/rune_pickup                      |
| botania:main/terrasteel_weapon_craft            | [Remote Paranoia]                          | Arm yourself with a weapon made of Terrasteel                                                                                                                                                                                                                                                                                                                                                                    | botania:main/terrasteel_pickup                |
| botania:main/tiara_wings                        | [Heart Shooter]                            | Craft and adorn a Flügel Tiara with Flügel Wings                                                                                                                                                                                                                                                                                                                                                                 | botania:main/gaia_guardian_kill               |
| botania:main/tiny_potato_pet                    | [Just Be Friends]                          | Make a Tiny Potato and pet it                                                                                                                                                                                                                                                                                                                                                                                    | botania:main/mana_pool_pickup                 |
| tombstone:recipes/from_dark_marble              | tombstone:recipes/from_dark_marble         | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | tombstone:recipes/root                        |
| tombstone:recipes/from_decorative_grave         | tombstone:recipes/from_decorative_grave    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | tombstone:recipes/root                        |
| tombstone:recipes/from_grave_dust               | tombstone:recipes/from_grave_dust          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | tombstone:recipes/root                        |
| tombstone:recipes/from_impregnated_diamond      | tombstone:recipes/from_impregnated_diamond | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | tombstone:recipes/root                        |
| tombstone:recipes/from_strange_scroll           | tombstone:recipes/from_strange_scroll      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | tombstone:recipes/root                        |
| tombstone:recipes/from_strange_tablet           | tombstone:recipes/from_strange_tablet      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | tombstone:recipes/root                        |
| tombstone:recipes/from_voodoo_poppet            | tombstone:recipes/from_voodoo_poppet       | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | tombstone:recipes/root                        |
| tombstone:recipes/root                          | tombstone:recipes/root                     | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                             |
| tombstone:tutorial/activate_magic_item          | [Let The Magic Happen]                     | Your item is now enchanted                                                                                                                                                                                                                                                                                                                                                                                       | tombstone:tutorial/create_decorative_grave    |
| tombstone:tutorial/cancel_ghostly_shape         | [Here They Come]                           | You cancelled the Ghostly Shape [REWARD]                                                                                                                                                                                                                                                                                                                                                                         | tombstone:tutorial/first_grave                |
| tombstone:tutorial/capture_soul                 | [Soul Prison]                              | You captured a soul in a receptacle                                                                                                                                                                                                                                                                                                                                                                              | tombstone:tutorial/create_familiar_receptacle |
| tombstone:tutorial/choose_grave_type            | [Ready To Die]                             | You chose your grave type (ingame config) [REWARD]                                                                                                                                                                                                                                                                                                                                                               | tombstone:tutorial/root                       |
| tombstone:tutorial/choose_knowledge             | [Knowledge raises the soul]                | You chose your first knowledge of death (see the keybind)                                                                                                                                                                                                                                                                                                                                                        | tombstone:tutorial/first_knowledge            |
| tombstone:tutorial/create_dark_marble           | [Dark As Graves]                           | You created Dark Marble [REWARD]                                                                                                                                                                                                                                                                                                                                                                                 | tombstone:tutorial/find_grave_dust            |
| tombstone:tutorial/create_decorative_grave      | [A Small Cemetery]                         | You created a decorative grave                                                                                                                                                                                                                                                                                                                                                                                   | tombstone:tutorial/create_dark_marble         |
| tombstone:tutorial/create_familiar_receptacle   | [Your First Receptacle]                    | You created a Familiar Receptacle                                                                                                                                                                                                                                                                                                                                                                                | tombstone:tutorial/mastery_1                  |
| tombstone:tutorial/create_fishing_rod           | [A Time for Misadventure]                  | You created a Fishing Rod of Misadventure                                                                                                                                                                                                                                                                                                                                                                        | tombstone:tutorial/find_grave_dust            |
| tombstone:tutorial/create_magic_scroll          | [Magic Writing]                            | You created a magic scroll                                                                                                                                                                                                                                                                                                                                                                                       | tombstone:tutorial/create_strange_scroll      |
| tombstone:tutorial/create_magic_tablet          | [Where Is The Stone Pen?]                  | You created a magic tablet                                                                                                                                                                                                                                                                                                                                                                                       | tombstone:tutorial/create_strange_tablet      |
| tombstone:tutorial/create_strange_scroll        | [Not Even Double-Sided]                    | You created a Strange Scroll                                                                                                                                                                                                                                                                                                                                                                                     | tombstone:tutorial/create_decorative_grave    |
| tombstone:tutorial/create_strange_tablet        | [Not of Chocolate]                         | You created a Strange Tablet                                                                                                                                                                                                                                                                                                                                                                                     | tombstone:tutorial/create_decorative_grave    |
| tombstone:tutorial/create_voodoo_poppet         | [Back to childhood]                        | You created a Voodoo Poppet                                                                                                                                                                                                                                                                                                                                                                                      | tombstone:tutorial/create_decorative_grave    |
| tombstone:tutorial/death_master                 | [Death Master [REWARD]]                    | You have mastered the art of Voodoo Poppet                                                                                                                                                                                                                                                                                                                                                                       | tombstone:tutorial/enchant_voodoo_poppet      |
| tombstone:tutorial/eat_lollypop                 | [Not so bad]                               | You have tasted a Halloween Lollipop                                                                                                                                                                                                                                                                                                                                                                             | tombstone:tutorial/root                       |
| tombstone:tutorial/enchant_grave_key            | [The Most Useful Key]                      | You enchanted the Grave's Key                                                                                                                                                                                                                                                                                                                                                                                    | tombstone:tutorial/first_grave                |
| tombstone:tutorial/enchant_voodoo_poppet        | [Not even afraid of death]                 | You enchanted a Voodoo Poppet                                                                                                                                                                                                                                                                                                                                                                                    | tombstone:tutorial/create_voodoo_poppet       |
| tombstone:tutorial/engrave_decorative_grave     | [Who's This Guy?]                          | You engraved a decorative grave                                                                                                                                                                                                                                                                                                                                                                                  | tombstone:tutorial/create_decorative_grave    |
| tombstone:tutorial/exorcism                     | [What an excellent day for an exorcism]    | You used an Ânkh of Pray on a zombie villager                                                                                                                                                                                                                                                                                                                                                                    | tombstone:tutorial/first_pray                 |
| tombstone:tutorial/expert tasting               | [Expert Tasting]                           | You have tasted all the Halloween Lollipops                                                                                                                                                                                                                                                                                                                                                                      | tombstone:tutorial/eat_lollypop               |
| tombstone:tutorial/find_grave_dust              | [A Strange Grave's Dust]                   | You found grave's dust from the undeads                                                                                                                                                                                                                                                                                                                                                                          | tombstone:tutorial/root                       |
| tombstone:tutorial/find_lost_tablet             | [An adventure awaits you]                  | You found a Lost Tablet                                                                                                                                                                                                                                                                                                                                                                                          | tombstone:tutorial/create_fishing_rod         |
| tombstone:tutorial/find_treasure                | [The treasure is at hand]                  | The Lost Tablet seems to show you a distant treasure                                                                                                                                                                                                                                                                                                                                                             | tombstone:tutorial/find_lost_tablet           |
| tombstone:tutorial/find_village                 | [A new home]                               | The Lost Tablet seems to show you a distant village                                                                                                                                                                                                                                                                                                                                                              | tombstone:tutorial/find_lost_tablet           |
| tombstone:tutorial/first_grave                  | [Your First Grave]                         | A grave was erected at the place of your death                                                                                                                                                                                                                                                                                                                                                                   | tombstone:tutorial/root                       |
| tombstone:tutorial/first_knowledge              | [Knowledge of Death]                       | You earned your first knowledge point                                                                                                                                                                                                                                                                                                                                                                            | tombstone:tutorial/root                       |
| tombstone:tutorial/first_pray                   | [First Prayer]                             | You used an Ânkh of Pray on a grave                                                                                                                                                                                                                                                                                                                                                                              | tombstone:tutorial/first_knowledge            |
| tombstone:tutorial/info_grave_key               | [INFO : Grave's Key]                       | You can enchant this key with a soul over a decorative grave, or crafting to return to your grave                                                                                                                                                                                                                                                                                                                | tombstone:tutorial/first_grave                |
| tombstone:tutorial/mastery_1                    | [Mastery 1]                                | You reached the level 10 in Knowledge of Death                                                                                                                                                                                                                                                                                                                                                                   | tombstone:tutorial/first_pray                 |
| tombstone:tutorial/prevent_death_burn           | [It's not time to tan]                     | You survived to burning                                                                                                                                                                                                                                                                                                                                                                                          | tombstone:tutorial/enchant_voodoo_poppet      |
| tombstone:tutorial/prevent_death_drown          | [It was a little dip]                      | You survived to a drowning                                                                                                                                                                                                                                                                                                                                                                                       | tombstone:tutorial/enchant_voodoo_poppet      |
| tombstone:tutorial/prevent_death_fall           | [I slipped]                                | You survived to falling                                                                                                                                                                                                                                                                                                                                                                                          | tombstone:tutorial/enchant_voodoo_poppet      |
| tombstone:tutorial/prevent_death_starve         | [I was paying attention to my line]        | You survived to starving                                                                                                                                                                                                                                                                                                                                                                                         | tombstone:tutorial/enchant_voodoo_poppet      |
| tombstone:tutorial/prevent_death_wither         | [A second youth]                           | You survived to withering                                                                                                                                                                                                                                                                                                                                                                                        | tombstone:tutorial/enchant_voodoo_poppet      |
| tombstone:tutorial/revive_familiar              | [Bound Forever]                            | You revived one of your familiars                                                                                                                                                                                                                                                                                                                                                                                | tombstone:tutorial/capture_soul               |
| tombstone:tutorial/root                         | [Tombstone Tutorial]                       | Tutorial to guide you in your discovery of Tombstone                                                                                                                                                                                                                                                                                                                                                             | -                                             |
| tombstone:tutorial/teleport_to_grave            | [A Fast Comeback]                          | You teleported to your grave                                                                                                                                                                                                                                                                                                                                                                                     | tombstone:tutorial/enchant_grave_key          |
| tombstone:tutorial/use_assistance               | [Leeroy Is Back]                           | You used Assistance Magic                                                                                                                                                                                                                                                                                                                                                                                        | tombstone:tutorial/create_magic_tablet        |
| tombstone:tutorial/use_disenchantment           | [Magic Recycling]                          | You used Disenchantment Magic                                                                                                                                                                                                                                                                                                                                                                                    | tombstone:tutorial/create_decorative_grave    |
| tombstone:tutorial/use_feather_fall             | [Like a bird]                              | You used Feather Fall Magic                                                                                                                                                                                                                                                                                                                                                                                      | tombstone:tutorial/create_magic_scroll        |
| tombstone:tutorial/use_knowledge                | [Great minds think alike]                  | You learned from a Scroll of Knowledge                                                                                                                                                                                                                                                                                                                                                                           | tombstone:tutorial/create_magic_scroll        |
| tombstone:tutorial/use_lost_tablet              | [The trip ends but the adventure begins]   | You used the magic of the Lost Tablet                                                                                                                                                                                                                                                                                                                                                                            | tombstone:tutorial/find_lost_tablet           |
| tombstone:tutorial/use_preservation             | [Death Will Not Be Enough]                 | You used Preservation Magic                                                                                                                                                                                                                                                                                                                                                                                      | tombstone:tutorial/create_magic_scroll        |
| tombstone:tutorial/use_purification             | [A little cleaning is necessary]           | You used Purification Magic                                                                                                                                                                                                                                                                                                                                                                                      | tombstone:tutorial/create_magic_scroll        |
| tombstone:tutorial/use_recall                   | [Home Sweet Home]                          | You used Recall Magic                                                                                                                                                                                                                                                                                                                                                                                            | tombstone:tutorial/create_magic_tablet        |
| tombstone:tutorial/use_true_sight               | [I see clearly now]                        | You used True Sight Magic                                                                                                                                                                                                                                                                                                                                                                                        | tombstone:tutorial/create_magic_scroll        |
| tombstone:tutorial/use_unstable_intangibleness  | [To be or not to be]                       | You used Unstable Intangibleness Magic                                                                                                                                                                                                                                                                                                                                                                           | tombstone:tutorial/create_magic_scroll        |
| triumph:agricraft/analyzer                      | [Analyze this]                             | Craft a seed analyzer.                                                                                                                                                                                                                                                                                                                                                                                           | triumph:agricraft/root                        |
| triumph:agricraft/aurigold                      | [Aurigold seeds]                           | Mutate ferranum and red seeds to create aurigold seeds.                                                                                                                                                                                                                                                                                                                                                          | triumph:agricraft/red                         |
| triumph:agricraft/burningspores                 | [Burning spores]                           | Mutate red seeds and carrots seeds to create burning spores.                                                                                                                                                                                                                                                                                                                                                     | triumph:agricraft/aurigold                    |
| triumph:agricraft/clipper                       | [Clipper]                                  | Craft a clipper to clone your best crops. (Works best on crops with high strength stats).                                                                                                                                                                                                                                                                                                                        | triumph:agricraft/root                        |
| triumph:agricraft/diamahlia                     | [Diamahlia]                                | Mutate aurigold seeds and burning spores to create diamahlia seeds.                                                                                                                                                                                                                                                                                                                                              | triumph:agricraft/burningspores               |
| triumph:agricraft/ferranum                      | [Ferranum seeds]                           | Mutate melon and pumpkin seeds to create ferranum seeds.                                                                                                                                                                                                                                                                                                                                                         | triumph:agricraft/wateringcan                 |
| triumph:agricraft/four                          | [Tips]                                     | Cross-crops work best if there are four valid parent, not just two.
Planting crops in a plus shape with the cross-crop in the middle is a good strategy.
                                                                                                                                                                                                                                                        | triumph:agricraft/three                       |
| triumph:agricraft/irrigation                    | [Irrigation system]                        | Craft a water tank, irrigation channel, and a sprinkler to set up an irrigation system.                                                                                                                                                                                                                                                                                                                          | triumph:agricraft/root                        |
| triumph:agricraft/lapender                      | [Lapender seeds]                           | Mutate ferranum and potato seeds to create lapender seeds.                                                                                                                                                                                                                                                                                                                                                       | triumph:agricraft/lapisore                    |
| triumph:agricraft/lapisore                      | [Silky smooth]                             | Obtain a silk touch tool to mine lapis ore.

A Tinker's Construct silky jewel is probably the easiest way to obtain this.                                                                                                                                                                                                                                                                                        | triumph:agricraft/ferranum                    |
| triumph:agricraft/one                           | [Planting agricraft seeds]                 | Plant agricraft crops by placing crop sticks on the approriate soil type (see JEI) and then planting the seed.                                                                                                                                                                                                                                                                                                   | triumph:agricraft/root                        |
| triumph:agricraft/red                           | [Red seeds]                                | Mutate ferranum and lapender seeds to create red seeds.                                                                                                                                                                                                                                                                                                                                                          | triumph:agricraft/lapender                    |
| triumph:agricraft/root                          | [Crafting with seeds]                      | If you are unfamiliar with Agricraft, please read the following steps, read in-game book 'Agricultural Journal', and check the internet for more information.                                                                                                                                                                                                                                                    | -                                             |
| triumph:agricraft/three                         | [Mutations]                                | If a cross-crop's parents are of different types, a mutation may occur.
Check JEI for mutation recipes.
The cross-crop must be on the correct soil type for mutation to occur.                                                                                                                                                                                                                                   | triumph:agricraft/two                         |
| triumph:agricraft/two                           | [Cross-crops]                              | You can place crop sticks on the same block twice to make a cross-crop.
Cross-crops will create a new crop based on the parent crops in surrounding blocks.
Parents of the same type can be used to improve seed stats.
                                                                                                                                                                                         | triumph:agricraft/one                         |
| triumph:agricraft/wateringcan                   | [Watering can]                             | Craft a watering can.
Watering will dramatic decrease growth and mutation times.                                                                                                                                                                                                                                                                                                                                 | triumph:agricraft/analyzer                    |
| triumph:agricraft/watersource                   | [Infinite water source]                    | Craft an infinite water source to supply your irrigation system.                                                                                                                                                                                                                                                                                                                                                 | triumph:agricraft/irrigation                  |
| triumph:begin/barrel                            | [Barrel of laughs]                         | Craft a wooden or stone barrel.                                                                                                                                                                                                                                                                                                                                                                                  | triumph:begin/shears                          |
| triumph:begin/bone                              | [Insert bone joke here]                    | Sieve dust to get bonemeal.                                                                                                                                                                                                                                                                                                                                                                                      | triumph:begin/dust                            |
| triumph:begin/clay                              | [Clay motion]                              | Let a barrel fill with rain. Combine the water with dust to make clay.

If you can't wait for rain, you can move water from a crucible to a barrel with glass bottles.                                                                                                                                                                                                                                           | triumph:begin/dirt                            |
| triumph:begin/cobble                            | [You rock!]                                | Combine 4 pebbles in a crafting grid to make cobblestone.                                                                                                                                                                                                                                                                                                                                                        | triumph:begin/pebble                          |
| triumph:begin/cobblegen                         | [Cobble it together]                       | Craft a cobblestone generator.                                                                                                                                                                                                                                                                                                                                                                                   | triumph:begin/floral                          |
| triumph:begin/crook                             | [Is it crooked?]                           | Craft a crook.                                                                                                                                                                                                                                                                                                                                                                                                   | triumph:begin/root                            |
| triumph:begin/cropsticks                        | [Stick it to the man]                      | Craft crop sticks.                                                                                                                                                                                                                                                                                                                                                                                               | triumph:begin/floral                          |
| triumph:begin/crucible                          | [Crucible]                                 | Craft a crucible to generate lava.                                                                                                                                                                                                                                                                                                                                                                               | triumph:begin/floral                          |
| triumph:begin/dirt                              | [Get dirty]                                | Compost organic material in the barrel to create dirt.                                                                                                                                                                                                                                                                                                                                                           | triumph:begin/barrel                          |
| triumph:begin/dust                              | [Dust it off]                              | Use a hammer on cobblestone to make gravel, gravel to make sand, and sand to make dust.                                                                                                                                                                                                                                                                                                                          | triumph:begin/sieve                           |
| triumph:begin/floral                            | [Botanical Wonders]                        | Craft floral fertilizer.                                                                                                                                                                                                                                                                                                                                                                                         | triumph:begin/flowers                         |
| triumph:begin/flowers                           | [Flowering hope]                           | Sieve dirt to get 2 poppies and 2 dandelions.

Alternatively, you can bonemeal grass blocks.                                                                                                                                                                                                                                                                                                                     | triumph:begin/seeds                           |
| triumph:begin/gravelmesh                        | [Gravel stiffened mesh]                    | Craft a gravel stiffened mesh to improve you chances of getting bonemeal.                                                                                                                                                                                                                                                                                                                                        | triumph:begin/floral                          |
| triumph:begin/hammer                            | [It's hammer time!]                        | Craft a hammer.                                                                                                                                                                                                                                                                                                                                                                                                  | triumph:begin/shears                          |
| triumph:begin/inferium                          | [Infernal crops]                           | Kill some mobs to collect inferium essence.                                                                                                                                                                                                                                                                                                                                                                      | triumph:begin/floral                          |
| triumph:begin/melter                            | [Melt it down]                             | Craft a smeltery or a melter as a early means of ore doubling.                                                                                                                                                                                                                                                                                                                                                   | triumph:begin/floral                          |
| triumph:begin/mushroom                          | [A witching brew]                          | Use ancient spores on dirt to make mycelium.
Place a barrel of water on top of it to make witch water.
Mushrooms will form on mycelium blocks around the witch water in low light.

Obtain a mushroom.                                                                                                                                                                                                           | triumph:begin/floral                          |
